id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
56646,49683,Koino no Kokoro Ikusei Game,NULL,2003-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56694,66555,Virtua Cop 3,NULL,2003-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56852,50111,Warning Forever,NULL,2003-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57015,48685,Dragoon X Omega,NULL,2003-02-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57227,5105,Fatal Frame II: Crimson Butterfly,"Fatal Frame II is set in the fictional Minakami region of Japan. While a dam is being planned for construction in a forest at this location in the game's present, the site is also home to Minakami Village (lit. ""All God's Village""), a ""[l]ost"" settlement where the majority of the game takes place. The player learns that Minakami Village was host to the ""Crimson Sacrifice Ritual"", the failure of which caused the settlement to vanish—thus earning it the name ""The Lost Village"". In the game's present, there is an urban legend about the Lost Village, where people who become lost in the Minakami forest will become trapped forever in the village.  The protagonists of Fatal Frame II are Mio and Mayu Amakura, twin sisters who are visiting their favorite childhood playspot in Minakami before it is lost in the dam construction. The main antagonist is the vengeful spirit of Sae Kurosawa, the sole Twin Shrine Maiden sacrificed for the failed ritual. She yearns to reunite with her twin sister Yae, whom she mistakes Mio for, and uses Mayu to try and complete the ritual with her. Other characters include the spirit of Itsuki Tachibana, a young man who also mistakes Mio for Yae, but instead tries to help her and Mayu escape; and Seijiro Makabe, a folklorist who visited Minakami Village with a Camera Obscura prototype (the same camera Mio uses in the game) and his assistant, Ryozo Munakata.[20] Makabe later became a temporary sacrifice for the Abyss, known as a Kusab. Although Mio and Mayu's story takes place after that of Miku Hinasaki, the events of Minakami Village occur before those of the Himuro mansion in the original game.",2003-11-27 00:00:00.000,18,NULL,86.6667,2,86.9821,33
57391,49280,International Superstar Soccer Advance,NULL,2003-02-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57446,47375,Night Caster 2 Equinox,NULL,2003-01-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57657,93035,Maniac Jackson and the Moonwalking Mindbenders,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57798,111548,Disney's The Jungle Book,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57890,49715,Monster Maker 4: Flash Card,NULL,2003-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58244,6017,Rolling,NULL,2003-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58298,14430,One Must Fall: Battlegrounds,NULL,2003-12-31 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
58331,55059,Super Puzzle Fighter II,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58719,75879,Neon Genesis Evangelion: Girlfriend of Steel 2nd,NULL,2003-05-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58829,51159,Radio Helicopter,NULL,2003-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58929,86343,Capcom vs. SNK 2 EO,NULL,2003-07-04 00:00:00.000,NULL,NULL,NULL,NULL,73.0000,2
58999,143217,Asteroids Fighter,NULL,2003-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59216,84319,Venus & Braves: Majo to Megami to Horobi no Yogen,NULL,2003-02-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59368,49486,Battle x Battle: Kyoudai Uo Densetsu,NULL,2003-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59581,75876,Neon Genesis Evangelion 2,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59597,43454,Sega Ages 2500 Vol. 1: Phantasy Star Generation - 1,"Phantasy Star is set in the Algol star system which consists of three planets: the lush and green Palma, the arid and barren Motavia, and the icy and desolate Dezoris. Algol is ruled by King Lassic, who while originally benevolent, becomes a cruel, sociopathic tyrant. After a string of harsh political changes, small pockets of rebellion emerge but are mostly ineffective against Lassic's iron rule. One such rebel named Nero is killed by Lassic's forces, and his sister Alis swears revenge. Alis builds a party of adventurers including a warrior named Odin,[b] a wizard named Noah,[c] and a catlike creature named Myau. Together, they embark on an adventure spanning the three planets, meeting with townspeople, battling enemies, and finding special items that will help in the fight against Lassic. Eventually, the party engages and defeats Lassic, after which an ethereal voice tells them to return to Motavia. There, they encounter a more evil force, Dark Falz, and after destroying him, finally return peace to the Algol system.",2003-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59713,23751,Airborne Assault: Highway to Reich,NULL,2003-12-03 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
59737,84336,Charlie's Angels,NULL,2003-07-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59821,21953,DBVR,NULL,2003-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59891,144422,The Lost Vikings,NULL,2003-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60166,28530,Flipnic: Ultimate Pinball,NULL,2003-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60307,113375,Ядерный Титбит,NULL,2003-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60353,27599,Pro Bass Fishing 2003,NULL,2003-03-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61567,143505,Heroes of the Three Kingdoms 4,NULL,2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61916,43892,Big Strike Bowling,NULL,2003-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61934,43878,Big League Slugger Baseball,NULL,2003-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62114,18935,Singles: Flirt up your life,NULL,2003-12-31 00:00:00.000,1,NULL,65.0000,1,71.6595,5
62118,1692,Advance Wars 2: Black Hole Rising,"While the Allied Nations were still recovering from the war in Cosmo Land, the Black Hole Army had already recovered and has decided to launch a large-scale invasion on Macro Land. Along with the original Black Hole army's commanding officers (COs), four new COs were recruited, under the command of Sturm. Sturm orders each Black Hole CO to invade and capture each of the four continents controlled by the four other armies from the original game: Orange Star was to be taken by Flak, Blue Moon by Lash, Yellow Comet by Adder, and Green Earth by Hawke. Lash also invented several new war weapons like the Black Cannon and the Mini Cannons that were to be put to use in this invasion. The four allied armies must now work together to drive Black Hole out of their world once and for all.  Once the Black Hole troops are driven from the Allied Nations' continents, their COs convene in Black Hole territory, near Black Hole's base of operations. Here they fight Sturm, the mastermind behind the invasion. The final battle takes place in front of the Death Ray, a powerful new weapon guarding the entrance to a missile, which, if not subdued in time, would destroy half of Wars World.  The Death Ray is eventually destroyed by the COs of the Allied Nations, who manage to disarm the missile and corner Sturm. In an act of desperation, Sturm attempts to blow up the base and inflict damage on Wars World by self-destructing the missile. Andy attempts to stop Sturm to no avail. However, in a surprising turn of events, Hawke, second in command to Sturm, betrays his leader by killing him with Black Storm before the self-destruct is triggered. Hawke takes over as leader of Black Hole, and along with Flak, Lash, and Adder, leaves Macro Land with the few troops he has left.",2003-06-24 00:00:00.000,13,NULL,90.5000,2,85.8451,35
62119,72817,King of Colosseum Green,NULL,2003-03-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62256,43611,Space Channel 5 Special Edition,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62604,24103,Lethal Skies II,NULL,2003-09-09 00:00:00.000,NULL,NULL,81.0000,1,NULL,NULL
62674,43610,Ejay Clubworld,NULL,2003-08-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62709,26515,Atelier Violet: The Alchemist of Gramnad 2,NULL,2003-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62740,80592,Secret Wives' Club,NULL,2003-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62746,6207,Total Club Manager 2004,NULL,2003-11-21 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
62940,49423,Hugo: Bukkazoom,"For unexplained reasons, Hugo, his family, and some of his best friends and worst enemies have been shrunk to the size of an aphid. They now drive through the world of aphids with carts.",2003-12-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
63022,5796,Curse: The Eye of Isis,NULL,2003-10-21 00:00:00.000,1,NULL,64.5000,2,70.0000,2
63058,12374,1893: A World's Fair Mystery,NULL,2003-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
63307,37367,Kidou Senshi Gundam: Giren no Yabou - Tokubetsu-hen Aokisei no Hasha,NULL,2003-06-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63491,104988,Diver Down,NULL,2003-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63553,3945,The Haunted Mansion,NULL,2003-10-14 00:00:00.000,1,NULL,60.0000,2,51.0000,1
63941,1758,Mega Man Battle Network 3 Blue,NULL,2003-03-28 00:00:00.000,2,NULL,85.0000,1,89.2426,11
64099,37371,Kidou Senshi Gundam Seed,NULL,2003-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64264,49685,MiniMoni: Onegaio Hoshisama!,NULL,2003-01-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64284,25169,rRootage,NULL,2003-03-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64529,196839,Flintstones' Bedrock Boblseddin' Blowout,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64674,73111,Tough Trucks: Modified Monsters,NULL,2003-07-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64823,15454,Ys VI: The Ark of Napishtim,"The story begins after Adol's ship is attacked by a fleet of Romun ships. Forced to sail into an unknown area, they encounter a large storm. Adol is swept off the vessel while trying to rescue a fellow sailor and washed ashore by the vortex that surrounds the Canaan Islands. He is found, unconscious, by the nieces of the chieftain of the nearby Rehda village, Olha and Isha, who are the daughters of his brother that died when battling with fellow Redha against the Wandering Calamity. The girls take him to their village and lay him to rest in their Uncle Ord's house. Adol hears them talking about him and wakes up briefly, afterwards going back to sleep because of his exhaustion. His adventure then begins.",2003-09-27 00:00:00.000,8,NULL,71.7500,9,79.8786,20
65909,106670,Return of Egypt,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66272,46623,Beats of Rage,NULL,2003-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66281,54292,The Spirit Engine 2,NULL,2003-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66424,24087,Line Of Sight: Vietnam,NULL,2003-03-04 00:00:00.000,1,NULL,84.0000,1,50.0000,0
66974,49670,Kurohige no Kurutto Jintori,NULL,2003-05-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67039,85233,Kutar Burger Factory,NULL,2003-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67105,146192,Hamlet: The Text Adventure,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67285,64675,Missing Parts 3: The Tantei Stories,NULL,2003-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67466,64183,Hyakuretsuken: Hokuto no Ken Gekiuchi 3,NULL,2003-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67510,146191,Aki: Mahjong Solitaire,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67732,4085,Rei Fighter Gekitsui Senki,NULL,2003-03-06 00:00:00.000,NULL,NULL,NULL,NULL,23.0000,0
67872,141519,Street Chaves,NULL,2003-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67896,6371,Densetsu no Starfy 2,NULL,2003-09-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68284,165201,Castleween,"Alicia and Greg set off with their friends one Halloween night to look for a house in the forest where they could stock up on goodies. Upon reaching the house, Greg and Alicia's friends are turned into stone by a bogeyman. To save their friends, the two heroes must enter the world of the dead. In order to find their friends and set them free, they need to make it through cemeteries, haunted houses and sinister laboratories. Only one person at a time is allowed to enter the world of the dead, so Alicia and Greg must take turns in order to make their way through the danger that awaits them. Friends like the Goblin and Jack O'Lantern will teach them magic tricks that will help them to overcome obstacles along the way. They must find the Mad Scientist's laboratory to get their friends home safe and sound.",2003-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68296,23800,Inside the Park Baseball,NULL,2003-12-19 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
68597,15731,Samorost,NULL,2003-12-31 00:00:00.000,13,NULL,NULL,NULL,73.2353,42
68872,75751,One Piece: Chopper's Big Adventure,"One day, the Straw Hat Pirates travel to a mysterious island. While the Straw Hats explore around the island, they all suddenly turn into animals; Luffy into a monkey, Zoro into a tiger, Sanji into a fox, Nami into a cat, Usopp into a kappa, and Robin into a parrot. Only Chopper remains as he was.    It is up to Chopper to not only help the crew to turn back to their original state, but to also figure out the cause of their mysterious transformation.",2003-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69039,43449,Le Tour de France: Centenary Edition,NULL,2003-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69065,50466,Zen Puzzle Garden,"If you thought that you could never reach enlightenment by playing a computer game?  Well... you're probably right. You can, however, fry your brain by trying to solve seemingly impossible puzzles that take place in a relaxing zen garden.",2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69246,148442,Tenshi no Inai 12-gatsu,NULL,2003-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69305,64399,Centipede & Battlezone,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69491,44721,Fame Academy: Dance Edition,NULL,2003-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69667,45249,Lotus,NULL,2003-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69919,84259,Kirby Slide,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70248,4198,Tensai Bit-Kun: Gramon Battle,NULL,2003-09-18 00:00:00.000,NULL,NULL,NULL,NULL,23.0000,0
70281,43738,Dirt Jockey: Heavy Equipment Operator,NULL,2003-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70509,49739,Ojarumaru: Gekkou Machi Sanpo de Ojaru,NULL,2003-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70580,175120,Baskelian,NULL,2003-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70617,75752,One Piece: Grand Battle! 3,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,61.0000,1
71200,49819,Simple 2960 Tomodachi Series Vol. 2: The Block Kuzushi,NULL,2003-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71270,75750,One Piece: Ocean's Dream!,"One night, while all the Straw Hats, except for Robin who was reading a book, were sleeping in their beds, they all dream of a cloaked young man playing beautiful music from a sea horn underwater. In the morning, the crew wakes up and Robin is shocked to discover they have no memories of her or their being in a Pirate Crew. With only the memories from before joining the crew still in their heads the crew begins to splinter, Nami runs away from the ship with all the gold as she has reverted herself back into a pirate-hating thief, and Zoro causes a fight with the crew and also retreats, believing that he is once again a bounty hunter.    It is now up to Robin to reunite the crew and help her friends get their memories back, as well as to find out the cause of their mysterious memory loss.",2003-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71381,134076,Secret Maryo Chronicles,NULL,2003-01-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71519,81505,beatmania IIDX 9th style,NULL,2003-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71546,52013,Manchester United Club Football,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71632,37354,RockMan EXE N1 Battle,NULL,2003-09-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71768,49608,Dream Management,NULL,2003-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71874,4149,Castle Shikigami 2,NULL,2003-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71997,193323,Rayman Ultimate,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72159,7583,Medabots: Metabee,NULL,2003-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72387,3837,Buffy the Vampire Slayer: Chaos Bleeds,NULL,2003-08-27 00:00:00.000,NULL,NULL,64.5000,3,69.0000,3
72434,49551,Croket! 2: Yami no Bank to Ban Joou,NULL,2003-08-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72693,46723,Extreme 500,NULL,2003-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72889,6843,Dynasty Tactics 2,NULL,2003-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72995,73162,I Spy Fantasy,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73252,8008,Powerpuff Girls: Mojo Jojo's Clone Zone,NULL,2003-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73307,71170,A Better Mouse Trap,"Elandra has invented a better mouse trap, while Davy Jones wanted to enhance it. It teleports both to the distant planet, where Elandra and Davy are separated. Walking around the planet, talking to inhabitants, and collecting the items, the player should help Elandra and Davy to get united and to return back to Reality-on-the-Norm in this classic point-n-click icon-based adventure game. Davy and Elandra are controlled by the player in non-cooperative way.",2003-03-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
73328,24188,Alien Blast: The Encounter,"On planet Rexus, located on the far edge of the galaxy a distress call has been sent out. When an Allied Forces freighter arrives to investigate they find that everyone on the planet is dead or has left and the full content of the distress call is a warning to stay away from the planet. Unfortunately it's too late for the Allied Forces investigators, as a large force of alien creatures is spotted incoming on the radar. The only hope is to man the few remaining turret weapons left behind on the planet and destroy all waves of the attack.",2003-01-27 00:00:00.000,NULL,NULL,25.0000,1,NULL,NULL
74632,1003,Enter the Matrix,"The game was written and directed by the Wachowski brothers, and its plot is intertwined with that of the second movie, The Matrix Reloaded. Enter The Matrix casts the player as Niobe or Ghost, captain and first mate of the rebel ship Logos, respectively. Niobe is a master combatant, capable of beating up everyone in her way. She is an excellent pilot, both in the real world and in the Matrix. Ghost is very adept at firearms, and his marksmanship is a mastery. Both characters are very athletic, and throughout the game the player will have to walk, run, jump, strafe, peek, run on walls, climb ladders and pipes, and fight various enemies.",2003-05-14 00:00:00.000,21,NULL,55.8333,8,62.7376,105
74899,78766,Super Robot Wars Alpha 2,NULL,2003-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74974,64477,Pinball Tycoon,NULL,2003-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75055,63279,Saint Seiya Typing: Ryu Sei Ken,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75261,3795,Baten Kaitos: Eternal Wings and the Lost Ocean,"The existence of Earth, a planet of continents surrounded by deep oceans, has long become a mere legend. People live now on islands which are floating high in the skies. They also have wings - ""Wings of the Hearts"" - growing on their backs. Kalas is a young man who was born only with one wing - he replaces the second with an artificial wing manufactured by great masters. He is on a quest to find the murderers of his grandfather and his brother. He meets a girl named Xelha, who is out to stop an evil conspiracy that threatens the country, and they join forces against the newly appeared evil.",2003-12-05 00:00:00.000,3,NULL,80.0000,1,87.7108,14
75728,59739,Virgin Queen Beauty,NULL,2003-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75760,190208,Moorhuhn Adventure: Der Schatz des Pharao,NULL,2003-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75768,49700,Manga-ka Debut Monogatari: Akogare! Manga Ka Ikusei Game!,NULL,2003-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76122,71327,World Tour Soccer 2003,NULL,2003-02-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76185,47563,Flo Boarding,NULL,2003-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76203,43341,Steel Dragon Ex,NULL,2003-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76213,5815,Drake of the 99 Dragons,NULL,2003-11-03 00:00:00.000,NULL,NULL,30.0000,1,50.0000,2
76215,3991,Mark Davis Pro Bass Challenge,NULL,2003-08-27 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,0
76418,123432,Taiko no Tatsujin: Appare Sandaime,NULL,2003-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76484,55974,AH-64 Apache Air Assault,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76570,49490,Bakuten Shoot Beyblade 2002: Daichi Version,NULL,2003-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76580,3864,Conflict: Desert Storm II,NULL,2003-09-19 00:00:00.000,2,NULL,62.5000,2,55.3485,11
76714,37440,Hunter X Hunter: Greed Island,NULL,2003-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76970,27012,TrackMania Original,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77049,43652,Fisherman's Challenge,NULL,2003-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77174,6419,Gem Smashers,NULL,2003-07-01 00:00:00.000,NULL,NULL,57.0000,1,NULL,NULL
77434,194712,"Chocolat: Maid Cafe ""Curio""",NULL,2003-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77510,6021,Rugby League,NULL,2003-12-09 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
77765,127149,The Butcher,NULL,2003-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77774,18728,TrackMania,NULL,2003-11-28 00:00:00.000,12,NULL,81.0000,3,83.9123,27
77844,194720,Pia Carrot he Youkoso!! 2,NULL,2003-02-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77866,3897,Dragon Drive: D-Masters Shot,NULL,2003-03-30 00:00:00.000,NULL,NULL,NULL,NULL,23.0000,0
78004,47301,Dance Dance Revolution: Ultramix,NULL,2003-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78171,43245,Pinball Fun,NULL,2003-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78218,15129,Puzzle Pirates,NULL,2003-12-08 00:00:00.000,NULL,NULL,87.5000,2,50.0000,2
78238,18276,Pride FC: Fighting Championships,NULL,2003-02-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78322,44947,Easter Bunny's Big Day,NULL,2003-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78560,178552,Blob Wars: Metal Blob Solid,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78611,8634,Alien Shooter,The player plays as a marine tasked to clear out an experimental laboratory where teleportation devices have allowed legions of aliens to pour into the world. The player has been given explosives to open up the sealed doors into these top secret areas; they had security measures in place so there will be stationery mini-gun turrets available to take them out. The government has given access to all the most advanced weaponry available in hopes of ridding the problem after receiving too many casualties of the previous military assault. A heavy burden is placed on one man.,2003-09-14 00:00:00.000,12,NULL,NULL,NULL,71.9017,27
78762,3938,GT Cube,NULL,2003-06-20 00:00:00.000,NULL,NULL,NULL,NULL,36.0000,0
78809,123431,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,NULL,2003-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78834,56960,Sakigake!! Kuromati Koukou,NULL,2003-02-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78892,49600,GetBackers Dakkanya: Metropolis Dakkan Sakusen!,NULL,2003-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79257,22279,Ghosthunter,NULL,2003-12-05 00:00:00.000,NULL,NULL,71.5000,2,NULL,NULL
79647,49714,Monster Maker 4: Killer Dice,NULL,2003-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79673,49623,Hunter X Hunter: Minna Tomodachi Daisakusen!!,NULL,2003-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79806,80402,City of Secrets,NULL,2003-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79984,40772,Revenge Of The Apes,NULL,2003-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80281,8997,NBA Jam,NULL,2003-09-23 00:00:00.000,NULL,NULL,90.0000,2,NULL,NULL
80401,61204,Nickelodeon Toon Twister 3D,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80653,49787,SD Gundam G Generation Advance,NULL,2003-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80963,70557,The Offroad Buggy,NULL,2003-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81068,167118,Tenshi no Shippo,NULL,2003-02-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81235,4147,Shaman King: Soul Fight,NULL,2003-03-28 00:00:00.000,NULL,NULL,NULL,NULL,35.0000,2
81539,37366,Kinnikuman Nisei: Choujin Seisenshi,NULL,2003-03-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81630,154843,Usagi: Yasei no Touhai: Yamashiro Mahjong Hen,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81810,5763,Cabela's Dangerous Hunts,NULL,2003-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81918,196867,Dairantou Kanoair Smash 2002,NULL,2003-01-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82186,58361,Madness Interactive,NULL,2003-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82187,5933,MotoGP 2,NULL,2003-05-15 00:00:00.000,5,NULL,82.0000,5,78.7664,9
82492,5819,Dungeons & Dragons: Heroes,NULL,2003-09-17 00:00:00.000,1,NULL,60.0000,2,NULL,NULL
82617,56624,The Legend of Sword and Fairy 3,"Fei Peng, a divine general from Heaven, fights with Chong Lou, the Lord of Demons. Neither of them is able to defeat his opponent and they gradually become less willing to destroy each other out of mutual admiration. Chong Lou challenges Fei Peng to another battle to determine the final victor between the two of them. Fei Peng hesitates, because he will break Heaven's laws if he agrees, but eventually succumbs to temptation. The battle between Fei Peng and Chong Lou lasts several days and draws the attention of the Heavenly Emperor, who sends his troops to arrest Fei Peng. Fei Peng is distracted and loses to Chong Lou. His sword is knocked away by Chong Lou and falls into the human world below. Fei Peng is punished for breaking celestial rules by banishment from Heaven into the human realm.    Fei Peng, now an ordinary human being, goes through the cycle of life and death numerous times, and is eventually reincarnated as Jing Tian, a young pawnshop worker in Yuzhou. He acquires a magical weapon, the Demon Sword, by chance. The spirit of Long Kui, the younger sister of Long Yang (one of Jing Tian's previous incarnations), resides in the sword, and she joins Jing Tian in his adventures.    At the same time, he meets Tang Xuejian, a girl from the prestigious Tang clan. He is drawn into the internal conflict within Tang's family and the clash between the Tang clan and the Thunderbolt Hall. Subsequently, Jing Tian meets Xu Changqing, an outcast of the Mount Shu Sect, and Xu's fiancee, Zi Xuan. He joins them in their quest to find the five elemental pearls, which can seal all evil spirits and monsters in the Monster-Locking Tower.",2003-08-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
